#complex,groundtruth,simplifiedcomplex,simplifiedgroundtruth,z3flag,simtime
-1*(3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))-1*~y+4*(~((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))&~(3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))))-1*(~((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))^y))+y-4*(~((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))&y))-1*(~((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))&~y))+2*(~((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))|y))-1*(~((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))|~y))+2*((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))&~y)-2*((3*(a&b)+14*(a&~b)-11*~(a&b)-2*~(a&~a)+13*~(a|b)+13*~(a|~b))&y),-~a,a-~(a&~a),a-~(a&~a),True,0.10479950904846191
(x|(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b)))+(x|~(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b)))+(~(x^(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))))-1*~(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))+5*(x^(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b)))+2*(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))-1*(~(x&~(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))))-1*(~(x&(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))))+2*(~(x|(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))))-5*(~(x|~(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))))-4*(x&~(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b)))-3*(x&(2*(a&b)+1*(a&~b)-1*~(a&b)-1*~(a&~b)+2*~(a|b)+3*~(a|~b))),1*(~(x&~x)),~(x&~x),~(x&~x),True,0.07566308975219727
-1*~y+(~((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)&~(1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)))-5*(~((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)&~y))-1*(~((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)^y))-1*(1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)+((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)|y)+5*(~((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)|y))+5*(~((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)|~y))+1*((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)&~y)+4*((1*(a&b)-1*(a&~b)+2*~(a&b)+3*~(a|b)+3*~(a|~b)-5*~a)&y),2*(a^y)-(a|~y),-3*a-2*y+5*(a|y)-~(a&~a),-3*a-2*y+5*(a|y)-~(a&~a),True,0.13648676872253418
(~(x^(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))))+(x|~(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b)))+2*(~(x&(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))))-1*x-1*(x|(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b)))-1*(~(x&~(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))))-1*(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))+4*(~(x|~(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))))+1*(x&~(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b)))+4*(x&(-10*(a&b)-10*(a&~b)+11*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))),1*~x+2*(~(x&~x)),-x+3*~(x&~x),-x+3*~(x&~x),True,0.09799909591674805
-2*((12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))|y)-1*~y-1*y+3*(12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))-1*((12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))^y)+(~((12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))&~(12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))))+((12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))|~y)+3*(~((12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))|~y))-1*((12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))&~y)-1*((12*(a&b)+11*(a&~b)+1*~(a&b)-11*~(a&~a)+10*~(a|b)+10*~(a|~b))&y),1*(~(a^y)),a+y-2*(a|y)+~(a&~a),a+y-2*(a|y)+~(a&~a),True,0.08294224739074707
-1*(x|~(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b)))-1*(x|(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b)))+(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b))-1*(~(x&~x))-2*(~(x^(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b))))-1*(~(x&(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b))))+4*(~(x|(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b))))+1*(~(x|~(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b))))+4*(x&~(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b)))+3*(x&(2*(a&b)-1*(a&~b)+2*(a^b)-1*~(a&~a)+1*~(a|b))),-(~(x&~b)),-b+(x|b)-~(x&~x),-b+(x|b)-~(x&~x),True,0.08213329315185547
((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)^y)+5*y-2*(~((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)&~(-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)))-1*((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)|~y)-1*~y-1*(-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)-1*(~((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)^y))-1*~(-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)+2*(~((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)|y))-7*(~((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)|~y))-1*((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)&~y)+1*((-4*(a&b)+1*(a&~b)+5*~(a&~b)-6*~(a|b)-6*~(a|~b)+1*~a)&y),1*(~(a&~y))-5*(~(a&y)),5*a+6*y-6*(a|y)-4*~(a&~a),5*a+6*y-6*(a|y)-4*~(a&~a),True,0.09283280372619629
(x^(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b)))+5*(~(x&~x))+2*(~(x&~(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b))))+~x+2*(x|~(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b)))-1*(x|(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b)))-2*(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b))-1*x+~(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b))-10*(~(x|(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b))))-5*(~(x|~(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b))))-6*(x&~(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b)))-5*(x&(2*(a&b)-6*(a&~b)-1*(a|~b)+7*~(a&b)-6*~(a|b)-6*~(a|~b))),1*(~(x&b)),-x-b+(x|b)+~(x&~x),-x-b+(x|b)+~(x&~x),True,0.08659839630126953
-2*(~((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))&~(-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))))+2*((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))|y)+~(-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))+((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))|~y)-1*(~((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))^y))-1*(~((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))&y))+(~((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))&~y))-1*y-1*~y+2*(~((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))|y))-1*(~((-10*(a&b)-3*(a&~b)+11*b+4*~(a&b)-4*~(a|b)-15*~(a|~b))|~y)),-(a^y),a+y-2*(a|y),a+y-2*(a|y),True,0.08297586441040039
5*~x+(x|~(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a))-1*(~(x&(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)))-1*(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)-1*(x^(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a))+2*x+(~(x^(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)))+~(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)+2*(~(x&~(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)))-9*(~(x|(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)))-3*(~(x|~(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)))-1*(x&~(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a))-4*(x&(-1*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a|~b)-2*~a)),1*(x|b),(x|b),(x|b),True,0.06255865097045898
(~((1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)&~(1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)))-2*(~((1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)&y))+2*(~((1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)&~y))-1*((1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)|~y)+~y-1*(~((1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)|y))+2*((1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)&~y)-2*((1*(a&b)+3*(a&~b)-1*(a^b)+1*~(a|b)+1*~(a|~b)-1*~b)&y),1*(a^y),-a-y+2*(a|y),-a-y+2*(a|y),True,0.08627057075500488
-1*(x|(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b)))-1*(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b))+(~(x&(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b))))-2*(~(x&~(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b))))-2*(x|~(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b)))+(x^(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b)))+5*(~(x|(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b))))+3*(~(x|~(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b))))+2*(x&~(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b)))+6*(x&(-2*(a&b)-2*(a&~b)-1*~(a&b)+3*~(a&~a)-2*~(a|b)-1*~(a|~b))),1*~b+1*~x,-x-b+2*~(x&~x),-x-b+2*~(x&~x),True,0.09097146987915039
((-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)^y)-1*~(-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)+(~((-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)^y))-1*(~((-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)&~y))-1*((-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)|~y)-1*(-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)+1*(~((-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)|y))-1*(~((-6*(a&~b)+1*~(a&~b)-8*~(a|b)-1*~(a|~b)+7*~b)|~y)),-2*y-~y,-y-~(a&~a),-y-~(a&~a),True,0.07892274856567383
-1*(~(x&(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b))))+(~(x&~x))+~x-1*(x^(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b)))+~(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b))+(~(x^(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b))))+(x|(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b)))-2*(~(x&~(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b))))-1*(~(x|(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b))))+1*(~(x|~(-1*(a&b)-9*(a&~b)+2*(a|b)+7*~(a&b)-7*~(a|b)-8*~(a|~b)))),1*x,x,x,True,0.06323504447937012
(7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))-1*((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))^y)+(~((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))&~(7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))))-1*(~((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))&y))-2*(~((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))&~y))-1*(~((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))^y))-1*~(7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))+4*(~((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))|y))+5*(~((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))|~y))+1*((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))&~y)+2*((7*(a&~b)-6*~(a&b)+1*~(a^b)+5*~(a|b)+6*~(a|~b))&y),1*(a|y),(a|y),(a|y),True,0.06688833236694336
(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b)-1*(~(x&(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b)))+(~(x^(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b)))-1*(x^(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b))+(x|~(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b))+5*(~(x|(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b)))+2*(~(x|~(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b)))+7*(x&~(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b))-2*(x&(6*(a&b)+7*(a&~b)-5*(a|b)+2*~(a|b)+6*~(a|~b)-2*~b)),1*(~(x&~x))+5*~b,-5*b+6*~(x&~x),-5*b+6*~(x&~x),True,0.09539628028869629
(~((6*(a&b)-1*(a&~b)+2*(a^b)-5*b+3*~(a|~b))^y))-1*(~((6*(a&b)-1*(a&~b)+2*(a^b)-5*b+3*~(a|~b))&~y))-1*y+(~((6*(a&b)-1*(a&~b)+2*(a^b)-5*b+3*~(a|~b))&~(6*(a&b)-1*(a&~b)+2*(a^b)-5*b+3*~(a|~b))))-1*~y+~(6*(a&b)-1*(a&~b)+2*(a^b)-5*b+3*~(a|~b))+((6*(a&b)-1*(a&~b)+2*(a^b)-5*b+3*~(a|~b))|y)-1*(~((6*(a&b)-1*(a&~b)+2*(a^b)-5*b+3*~(a|~b))|~y)),1*(a|~y),a-(a|y)+~(a&~a),a-(a|y)+~(a&~a),True,0.08151865005493164
(~(x&~x))+(x|(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a))+x-1*(~(x&~(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a)))-2*(~(x^(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a)))-1*~(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a)+(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a)+2*(x^(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a))+4*(~(x|(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a)))-3*(~(x|~(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a)))-4*(x&~(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a))-1*(x&(6*(a&b)+5*(a&~b)-5*(a|b)+2*~(a|b)+8*~(a|~b)-2*~a)),1*~x,-x+~(x&~x),-x+~(x&~x),True,0.08972334861755371
(~((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))&y))+~(2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))+(~((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))^y))-1*(2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))+~y-1*(~((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))&~y))+(~((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))&~(2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))))-1*((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))|~y)-3*(~((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))|y))-2*(~((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))|~y))-1*((2*(a&b)+3*(a&~b)-2*(a^b)-1*~(a^b)+1*~(a|b)+2*~(a|~b))&~y),1*(a^y)-(a|y),-a-y+(a|y),-a-y+(a|y),True,0.09156274795532227
-1*~x+(-1*(a&b)-2*(a&~b)+2*(a|b)+11*~(a|b)+10*~(a|~b)-11*~a)-1*(~(x&(-1*(a&b)-2*(a&~b)+2*(a|b)+11*~(a|b)+10*~(a|~b)-11*~a)))-1*x+(~(x^(-1*(a&b)-2*(a&~b)+2*(a|b)+11*~(a|b)+10*~(a|~b)-11*~a)))+2*(x^(-1*(a&b)-2*(a&~b)+2*(a|b)+11*~(a|b)+10*~(a|~b)-11*~a))+2*(~(x|(-1*(a&b)-2*(a&~b)+2*(a|b)+11*~(a|b)+10*~(a|~b)-11*~a))),1*(~(x&~b)),b-(x|b)+~(x&~x),b-(x|b)+~(x&~x),True,0.08400273323059082
-1*((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)|~y)-1*(~((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)&~y))+~(-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)-1*((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)^y)+~y-1*(~((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)&~(-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)))+1*(~((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)|y))+1*(~((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)|~y))+1*((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)&~y)+1*((-6*(a&b)-6*(a&~b)+7*(a|~b)-8*~(a|b)-1*~(a|~b)+1*~a)&y),-y-a,-a-y,-a-y,True,0.08700275421142578
-1*(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b))-1*(~(x&~x))+2*x-1*(~(x^(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b))))+(x|~(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b)))-2*(x^(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b)))+2*(x|(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b)))+2*~(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b))+1*(~(x|(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b))))+4*(~(x|~(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b))))-3*(x&~(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b)))-2*(x&(12*(a&b)-4*(a&~b)+4*(a^b)-11*~(a&~b)+11*~(a|b)+8*~(a|~b))),1*~x+1*(~(x&b)),-2*x-b+(x|b)+2*~(x&~x),-2*x-b+(x|b)+2*~(x&~x),True,0.10737371444702148
((-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))^y)-1*((-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))|y)+2*(~((-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))&~y))+2*(-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))+~y-4*(~((-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))|y))-5*(~((-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))|~y))-4*((-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))&~y)-6*((-1*(a&b)-6*(a&~b)+7*a-5*~(a&~b)+5*~(a|b)+5*~(a|~b))&y),-(~(a&~a))-2*y,-2*y-~(a&~a),-2*y-~(a&~a),True,0.0877680778503418
